date,value,stream,site_group,gage_agency,gage_number,parameter,statistic
1981-01-10,1681,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-11,1668,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-12,1670,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-13,1690,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-14,1711,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-15,1710,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-16,1721,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-17,1691,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-18,1678,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-19,1697,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-20,1711,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-21,1699,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-22,1700,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-23,1718,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-24,1693,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-25,1670,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-26,1703,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-27,1738,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-28,1700,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-29,1693,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-30,1686,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-01-31,1679,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-01,1668,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-02,1700,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-03,1709,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-04,1709,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-05,1710,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-06,1710,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-07,1679,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-08,1682,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-09,1710,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-10,1719,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-11,1705,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-12,1704,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-13,1715,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-14,1705,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-15,1702,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-16,1702,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-17,1875,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-18,2197,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-19,2486,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-20,2814,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-21,3011,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-22,3021,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-23,3022,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-24,3026,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-25,2986,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-26,2977,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-27,2998,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-02-28,3019,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-01,2998,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-02,3030,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-03,3032,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-04,3031,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-05,3026,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-06,3041,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-07,2999,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-08,3008,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-09,3022,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-10,2590,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-11,2358,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-12,2145,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-13,1936,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-14,1725,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-15,1716,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-16,2106,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-17,2780,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-18,2781,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-19,3488,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-20,3811,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-21,3535,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-22,3563,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-23,3522,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-24,3491,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-25,3507,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-26,3486,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-27,3461,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-28,3462,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-29,3450,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-30,4589,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-03-31,7251,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-01,6475,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-02,4749,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-03,3629,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-04,3226,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-05,2465,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-06,2496,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-07,2482,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-08,2470,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-09,2440,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-10,2470,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-11,2270,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-12,2059,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-13,1901,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-14,1689,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-15,1483,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-16,1318,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-17,1569,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-18,2316,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-19,2317,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-20,2344,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-21,2332,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-22,2347,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-23,2347,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-24,2346,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-25,2313,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-26,2299,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-27,2339,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-28,2333,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-29,2343,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-04-30,2344,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-01,2345,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-02,2347,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-03,2335,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-04,2335,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-05,2396,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-06,3169,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-07,4160,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-08,4366,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-09,4331,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-10,4296,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-11,4350,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-12,4351,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-13,4350,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-14,4331,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-15,4320,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-16,4296,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-17,4331,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-18,4261,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-19,3522,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-20,3156,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-21,2749,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-22,2454,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-23,2246,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-24,2168,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-25,2145,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-26,2168,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-27,1975,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-28,1854,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-29,1623,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-30,1409,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-05-31,1316,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-01,1316,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-02,1309,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-03,1310,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-04,1302,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-05,1310,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-06,1297,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-07,1583,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-08,2346,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-09,2341,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-10,2349,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-11,2318,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-12,2093,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-13,1931,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-14,1717,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-15,1532,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-16,1357,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-17,1329,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-18,1305,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-19,1312,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-20,1320,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-21,1309,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-22,1592,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-23,2351,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-24,2371,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-25,2386,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-26,2375,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-27,2371,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-28,2377,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-29,2585,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-06-30,3295,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-01,3313,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-02,3838,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-03,3822,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-04,3818,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-05,3820,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-06,3559,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-07,3324,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-08,3084,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-09,2851,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-10,2856,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-11,2862,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-12,3560,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-13,4095,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-14,5116,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-15,6064,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-16,7065,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-17,7406,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-18,7069,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-19,7096,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-20,7436,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-21,7551,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-22,7524,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-23,7543,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-24,7533,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-25,6787,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-26,6080,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-27,6104,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-28,6103,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-29,6082,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-30,6059,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-07-31,6052,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-01,6061,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-02,5754,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-03,5035,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-04,4789,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-05,3768,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-06,3589,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-07,3590,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-08,3579,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-09,3080,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-10,3091,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-11,3069,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-12,2447,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-13,2239,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-14,2037,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-15,1831,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-16,1749,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-17,1659,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-18,1439,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-19,1345,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-20,1337,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-21,1328,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-22,1311,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-23,1314,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-24,1326,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-25,1326,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-26,1324,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-27,1322,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-28,1329,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-29,1322,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-30,1566,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-08-31,2318,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-01,2596,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-02,3343,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-03,3343,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-04,3322,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-05,3322,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-06,3311,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-07,3322,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-08,3335,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-09,3322,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-10,3323,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-11,3322,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-12,3298,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-13,2838,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-14,2560,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-15,2211,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-16,2015,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-17,1834,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1981-09-18,1639,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
